Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID
ENSG00000255104	ENST00000412988	
ENSG00000137207	ENST00000490447	
ENSG00000154451	ENST00000443807	
ENSG00000164076	ENST00000480398	
ENSG00000137207	ENST00000503972	
ENSG00000166716	ENST00000299927	Q92610
ENSG00000134627	ENST00000543336	Q7Z3Z4
ENSG00000137207	ENST00000460547	
ENSG00000137207	ENST00000455768	
ENSG00000164076	ENST00000620470	Q8NCB2
ENSG00000137207	ENST00000416380	
ENSG00000134627	ENST00000446230	Q7Z3Z4
ENSG00000178038	ENST00000434140	
ENSG00000137207	ENST00000500090	
ENSG00000255104	ENST00000413242	
ENSG00000178038	ENST00000415953	Q60I27
ENSG00000137207	ENST00000511831	
ENSG00000065717	ENST00000262953	Q04725
ENSG00000103064	ENST00000648130	
ENSG00000105953	ENST00000439616	
ENSG00000158516	ENST00000222481	P48052
ENSG00000132024	ENST00000318003	Q6P1N0
ENSG00000065717	ENST00000591529	Q04725
ENSG00000214946	ENST00000584301	
ENSG00000160223	ENST00000643466	
ENSG00000065717	ENST00000586422	
ENSG00000223833	ENST00000437517	O14931
ENSG00000121578	ENST00000483209	O60513
ENSG00000239974	ENST00000452189	Q99944
ENSG00000223833	ENST00000436253	O14931
ENSG00000158516	ENST00000416698	
ENSG00000239974	ENST00000413733	Q99944
ENSG00000239974	ENST00000411747	
ENSG00000134627	ENST00000299001	Q7Z3Z4
ENSG00000121578	ENST00000467604	
ENSG00000223833	ENST00000452296	O14931
ENSG00000132024	ENST00000589606	Q6P1N0
ENSG00000121578	ENST00000471675	
ENSG00000134627	ENST00000545603	
ENSG00000223833	ENST00000419086	O14931
ENSG00000134627	ENST00000537419	
ENSG00000272196	ENST00000607355	Q6FI13
ENSG00000065717	ENST00000443826	Q04725
ENSG00000223833	ENST00000465928	
ENSG00000121578	ENST00000359213	O60513
ENSG00000183347	ENST00000370456	Q6ZN66
ENSG00000178038	ENST00000423707	
ENSG00000065717	ENST00000590536	
ENSG00000121578	ENST00000393765	O60513
ENSG00000065717	ENST00000589364	
ENSG00000170605	ENST00000641329	
ENSG00000136895	ENST00000373387	Q5VVW2
ENSG00000121578	ENST00000480814	
ENSG00000170605	ENST00000641374	
ENSG00000170605	ENST00000305377	Q8NGE7
ENSG00000121578	ENST00000491906	
ENSG00000121578	ENST00000475803	
ENSG00000166025	ENST00000299004	
ENSG00000121578	ENST00000479150	
ENSG00000121578	ENST00000470111	
ENSG00000203852	ENST00000403683	Q71DI3
ENSG00000121578	ENST00000493932	
ENSG00000121578	ENST00000473887	
ENSG00000214402	ENST00000408973	Q6ZST4
ENSG00000270276	ENST00000621520	P62805
ENSG00000136895	ENST00000373386	
ENSG00000119514	ENST00000375011	Q8IXK2
ENSG00000214946	ENST00000580596	
ENSG00000270276	ENST00000612061	P62805
ENSG00000235956	ENST00000414687	Q99946
ENSG00000119514	ENST00000610463	
ENSG00000136895	ENST00000460176	
ENSG00000107317	ENST00000640716	
ENSG00000132024	ENST00000586955	
ENSG00000235956	ENST00000452030	Q99946
ENSG00000270276	ENST00000579512	P62805
ENSG00000121578	ENST00000459778	
ENSG00000121578	ENST00000459820	
ENSG00000214946	ENST00000464963	
ENSG00000235956	ENST00000457819	
ENSG00000103064	ENST00000219343	Q92536
ENSG00000107317	ENST00000457950	
ENSG00000136895	ENST00000435213	Q5VVW2
ENSG00000166025	ENST00000317829	Q8IY63
ENSG00000243955	ENST00000334575	P08263
ENSG00000132024	ENST00000587508	
ENSG00000103064	ENST00000379152	
ENSG00000107317	ENST00000371625	P41222
ENSG00000103064	ENST00000566834	
ENSG00000166025	ENST00000433060	Q8IY63
ENSG00000103064	ENST00000566454	Q92536
ENSG00000151702	ENST00000608303	
ENSG00000103064	ENST00000568088	
ENSG00000103064	ENST00000564708	
ENSG00000156508	ENST00000316292	P68104
ENSG00000107317	ENST00000446677	
ENSG00000103064	ENST00000562727	
ENSG00000103064	ENST00000563080	
ENSG00000235711	ENST00000421388	P0C6C1
ENSG00000107317	ENST00000444903	
ENSG00000132016	ENST00000588115	
ENSG00000103064	ENST00000563146	
ENSG00000065717	ENST00000591457	
ENSG00000103064	ENST00000568024	
ENSG00000103064	ENST00000566579	
ENSG00000168411	ENST00000361070	Q6PCD5
ENSG00000214946	ENST00000579428	Q86UD7
ENSG00000284341	ENST00000471521	
ENSG00000065717	ENST00000587137	
ENSG00000103064	ENST00000567346	
ENSG00000119411	ENST00000374183	Q5W0U4
ENSG00000168411	ENST00000571750	Q6PCD5
ENSG00000065717	ENST00000592584	
ENSG00000151702	ENST00000527767	
ENSG00000105141	ENST00000427043	P31944
ENSG00000184110	ENST00000566501	Q99613
ENSG00000103064	ENST00000618043	
ENSG00000105953	ENST00000443864	Q02218
ENSG00000184110	ENST00000331666	Q99613
ENSG00000108823	ENST00000514934	
ENSG00000168411	ENST00000572337	
ENSG00000184110	ENST00000569690	
ENSG00000168411	ENST00000572990	
ENSG00000140853	ENST00000539881	Q86WI3
ENSG00000168411	ENST00000576652	
ENSG00000094661	ENST00000641398	O60431
ENSG00000214946	ENST00000469477	Q86UD7
ENSG00000105953	ENST00000447398	
ENSG00000168411	ENST00000575113	
ENSG00000065717	ENST00000455444	Q04725
ENSG00000094661	ENST00000209540	O60431
ENSG00000214946	ENST00000578506	
ENSG00000132016	ENST00000586783	Q0VDD7
ENSG00000105953	ENST00000449767	Q02218
ENSG00000065717	ENST00000426948	Q04725
ENSG00000160223	ENST00000344330	O75144
ENSG00000105953	ENST00000419661	
ENSG00000183826	ENST00000314100	Q96Q07
ENSG00000214946	ENST00000437605	Q86UD7
ENSG00000179919	ENST00000326258	Q8NGE5
ENSG00000105953	ENST00000444676	
ENSG00000132016	ENST00000346736	Q0VDD7
ENSG00000204271	ENST00000640101	Q5JUX0
ENSG00000214946	ENST00000612583	Q86UD7
ENSG00000160223	ENST00000407780	O75144
ENSG00000132016	ENST00000591586	
ENSG00000204271	ENST00000638664	Q5JUX0
ENSG00000105953	ENST00000222673	Q02218
ENSG00000215475	ENST00000400405	Q8IW03
ENSG00000204271	ENST00000640577	Q5JUX0
ENSG00000160223	ENST00000400379	
ENSG00000204271	ENST00000639809	Q5JUX0
ENSG00000132016	ENST00000591439	
ENSG00000132259	ENST00000533426	
ENSG00000183826	ENST00000481247	Q96Q07
ENSG00000197706	ENST00000343870	A6NCV1
ENSG00000132016	ENST00000589393	
ENSG00000160223	ENST00000400377	O75144
ENSG00000179361	ENST00000346246	Q8IVW6
ENSG00000132016	ENST00000585755	
ENSG00000111732	ENST00000229335	Q9GZX7
ENSG00000105953	ENST00000631326	
ENSG00000184678	ENST00000369155	Q16778
ENSG00000179361	ENST00000566147	
ENSG00000204271	ENST00000640131	Q5JUX0
ENSG00000204271	ENST00000640717	Q5JUX0
ENSG00000132259	ENST00000379936	Q8IV77
ENSG00000183826	ENST00000649492	Q96Q07
ENSG00000132357	ENST00000254691	Q9BX69
ENSG00000204271	ENST00000639607	Q5JUX0
ENSG00000156508	ENST00000309268	P68104
ENSG00000204271	ENST00000639956	Q5JUX0
ENSG00000188324	ENST00000358433	A6NF89
ENSG00000258674	ENST00000555938	
ENSG00000183826	ENST00000419706	Q96Q07
ENSG00000204271	ENST00000638819	Q5JUX0
ENSG00000179361	ENST00000622429	Q8IVW6
ENSG00000204271	ENST00000640463	Q5JUX0
ENSG00000183826	ENST00000328403	
ENSG00000132357	ENST00000381677	
ENSG00000204271	ENST00000639888	Q5JUX0
ENSG00000204271	ENST00000640511	Q5JUX0
ENSG00000183826	ENST00000497373	
ENSG00000204271	ENST00000639895	Q5JUX0
ENSG00000184260	ENST00000331380	Q16777
ENSG00000183826	ENST00000498633	
ENSG00000204271	ENST00000638873	Q5JUX0
ENSG00000204271	ENST00000638940	Q5JUX0
ENSG00000183826	ENST00000403056	
ENSG00000204271	ENST00000640187	Q5JUX0
ENSG00000183826	ENST00000408958	
ENSG00000204271	ENST00000639482	Q5JUX0
ENSG00000178093	ENST00000587522	Q9BXA6
ENSG00000178093	ENST00000602623	
ENSG00000204271	ENST00000478405	Q5JUX0
ENSG00000204271	ENST00000640104	Q5JUX0
ENSG00000204271	ENST00000639053	Q5JUX0
ENSG00000204271	ENST00000639418	Q5JUX0
ENSG00000066583	ENST00000514194	
ENSG00000178093	ENST00000585580	Q9BXA6
ENSG00000204271	ENST00000640421	Q5JUX0
ENSG00000183747	ENST00000574251	
ENSG00000204271	ENST00000475785	Q5JUX0
ENSG00000108823	ENST00000513821	
ENSG00000109618	ENST00000382103	Q9HD40
ENSG00000204271	ENST00000639794	Q5JUX0
ENSG00000182134	ENST00000525790	
ENSG00000204271	ENST00000640507	Q5JUX0
ENSG00000204271	ENST00000639257	Q5JUX0
ENSG00000204271	ENST00000640039	Q5JUX0
ENSG00000204271	ENST00000638834	Q5JUX0
ENSG00000066583	ENST00000173527	Q96CN7
ENSG00000204271	ENST00000639000	Q5JUX0
ENSG00000204271	ENST00000640728	Q5JUX0
ENSG00000156508	ENST00000331523	P68104
ENSG00000204271	ENST00000374919	Q5JUX0
ENSG00000151702	ENST00000527786	Q01543
ENSG00000204271	ENST00000638257	Q5JUX0
ENSG00000111732	ENST00000543081	
ENSG00000204271	ENST00000638712	Q5JUX0
ENSG00000156508	ENST00000356303	
ENSG00000109618	ENST00000358971	
ENSG00000123416	ENST00000336023	P68363
ENSG00000156508	ENST00000455918	
ENSG00000111732	ENST00000544516	
ENSG00000151702	ENST00000429175	
ENSG00000128917	ENST00000249749	Q9NR61
ENSG00000204271	ENST00000638386	Q5JUX0
ENSG00000109618	ENST00000514585	Q9HD40
ENSG00000204271	ENST00000639583	
ENSG00000123416	ENST00000547765	
ENSG00000109618	ENST00000503150	
ENSG00000151702	ENST00000534087	Q01543
ENSG00000204271	ENST00000638289	Q5JUX0
ENSG00000111732	ENST00000537228	Q9GZX7
ENSG00000152127	ENST00000409645	Q09328
ENSG00000109618	ENST00000513285	
ENSG00000123416	ENST00000550367	
ENSG00000204271	ENST00000639007	Q5JUX0
ENSG00000204271	ENST00000640768	
ENSG00000204271	ENST00000638845	
ENSG00000111732	ENST00000545512	
ENSG00000204271	ENST00000639525	
ENSG00000204271	ENST00000638481	
ENSG00000204271	ENST00000639605	Q5JUX0
ENSG00000151702	ENST00000344954	Q01543
ENSG00000108823	ENST00000344627	Q16586
ENSG00000204271	ENST00000638619	
ENSG00000040933	ENST00000409016	Q96PE3
ENSG00000151702	ENST00000281428	Q01543
ENSG00000177105	ENST00000351018	P84095
ENSG00000204272	ENST00000637096	A0A0U1RRE5
ENSG00000123416	ENST00000549870	
ENSG00000131941	ENST00000254260	Q8IUC4
ENSG00000108823	ENST00000262018	Q16586
ENSG00000177105	ENST00000396979	P84095
ENSG00000131941	ENST00000588388	
ENSG00000123416	ENST00000547476	
ENSG00000177105	ENST00000396978	P84095
ENSG00000183747	ENST00000576361	
ENSG00000204272	ENST00000374922	A0A0U1RRE5
ENSG00000108823	ENST00000502555	
ENSG00000177105	ENST00000533217	P84095
ENSG00000204272	ENST00000423617	A0A0U1RRE5
ENSG00000123416	ENST00000552984	
ENSG00000204272	ENST00000451583	
ENSG00000108823	ENST00000511303	
ENSG00000108823	ENST00000512526	
ENSG00000250067	ENST00000436027	A6XGL0
ENSG00000040933	ENST00000409851	Q96PE3
ENSG00000108823	ENST00000504073	
ENSG00000040933	ENST00000409463	
ENSG00000152127	ENST00000281923	Q09328
ENSG00000040933	ENST00000409540	Q96PE3
ENSG00000250067	ENST00000458210	
ENSG00000175575	ENST00000541951	Q9BRP4
ENSG00000040933	ENST00000523221	Q96PE3
ENSG00000149968	ENST00000299855	P08254
ENSG00000156508	ENST00000615060	
ENSG00000149968	ENST00000434103	
ENSG00000178096	ENST00000369153	Q9Y3E2
ENSG00000250067	ENST00000514277	A6XGL0
ENSG00000120885	ENST00000316403	P10909
ENSG00000149968	ENST00000524478	
ENSG00000040933	ENST00000074304	Q96PE3
ENSG00000120885	ENST00000405140	P10909
ENSG00000178096	ENST00000369152	Q9Y3E2
ENSG00000178096	ENST00000369150	Q9Y3E2
ENSG00000204713	ENST00000414543	
ENSG00000186010	ENST00000502506	
ENSG00000184270	ENST00000331128	Q8IUE6
ENSG00000148341	ENST00000372564	Q9NR46
ENSG00000144445	ENST00000281772	A0AUZ9
ENSG00000205330	ENST00000642104	Q96RD1
ENSG00000101333	ENST00000414679	Q15147
ENSG00000144445	ENST00000418791	A0AUZ9
ENSG00000156508	ENST00000610520	
ENSG00000205330	ENST00000379668	Q96RD1
ENSG00000144445	ENST00000634716	
ENSG00000101333	ENST00000378493	Q15147
ENSG00000050426	ENST00000551477	
ENSG00000144445	ENST00000457374	A0AUZ9
ENSG00000144445	ENST00000452086	A0AUZ9
ENSG00000228177	ENST00000442972	O95873
ENSG00000136383	ENST00000258888	Q96L96
ENSG00000144445	ENST00000428655	
ENSG00000184601	ENST00000557649	Q8N912
ENSG00000144445	ENST00000438563	
ENSG00000165716	ENST00000371692	Q5VUD6
ENSG00000120885	ENST00000523500	P10909
ENSG00000148341	ENST00000372559	Q9NR46
ENSG00000184601	ENST00000331952	
ENSG00000122786	ENST00000417172	Q05682
ENSG00000144445	ENST00000415553	
ENSG00000103534	ENST00000541464	
ENSG00000122786	ENST00000436461	
ENSG00000165716	ENST00000371691	Q5VUD6
ENSG00000184601	ENST00000410013	Q8N912
ENSG00000148341	ENST00000372554	Q9NR46
ENSG00000120885	ENST00000521770	
ENSG00000183747	ENST00000417235	
ENSG00000177469	ENST00000357037	Q6NZI2
ENSG00000122786	ENST00000422748	Q05682
ENSG00000214026	ENST00000397298	Q16540
ENSG00000120885	ENST00000522098	
ENSG00000148341	ENST00000417224	
ENSG00000122786	ENST00000454108	
ENSG00000148341	ENST00000416629	
ENSG00000135960	ENST00000409271	Q9UNE0
ENSG00000186010	ENST00000507754	Q9P0J0
ENSG00000214026	ENST00000381519	Q16540
ENSG00000120885	ENST00000523589	
ENSG00000150656	ENST00000358821	Q96KN2
ENSG00000186010	ENST00000503283	
ENSG00000050426	ENST00000547318	
ENSG00000214026	ENST00000397297	
ENSG00000258986	ENST00000415614	
ENSG00000186010	ENST00000428459	
ENSG00000214026	ENST00000381514	
ENSG00000148341	ENST00000455407	
ENSG00000135960	ENST00000258443	Q9UNE0
ENSG00000120885	ENST00000560566	
ENSG00000214026	ENST00000397294	
ENSG00000258986	ENST00000556320	
ENSG00000120885	ENST00000520796	
ENSG00000186010	ENST00000606722	
ENSG00000135960	ENST00000376651	Q9UNE0
ENSG00000120885	ENST00000519742	
ENSG00000258986	ENST00000556573	Q6ZVK1
ENSG00000120885	ENST00000520491	
ENSG00000183747	ENST00000573854	Q08AH3
ENSG00000204713	ENST00000377194	P14373
ENSG00000120885	ENST00000522413	
ENSG00000183747	ENST00000219054	Q08AH3
ENSG00000148341	ENST00000425236	
ENSG00000258986	ENST00000341595	Q6ZVK1
ENSG00000258986	ENST00000615704	
ENSG00000258986	ENST00000616017	
ENSG00000183747	ENST00000575690	Q08AH3
ENSG00000148341	ENST00000416230	
ENSG00000120885	ENST00000519472	
ENSG00000130958	ENST00000650065	
ENSG00000260802	ENST00000569275	A0A1B0GWG4
ENSG00000204713	ENST00000377199	P14373
ENSG00000184110	ENST00000564243	Q99613
ENSG00000120885	ENST00000523396	
ENSG00000214026	ENST00000429295	
ENSG00000183747	ENST00000574692	
ENSG00000122786	ENST00000430085	
ENSG00000120885	ENST00000522238	
ENSG00000150656	ENST00000582365	
ENSG00000183747	ENST00000571894	
ENSG00000183421	ENST00000332512	P57078
ENSG00000150656	ENST00000584316	
ENSG00000176407	ENST00000456682	
ENSG00000183747	ENST00000396104	Q08AH3
ENSG00000184110	ENST00000566866	Q99613
ENSG00000183421	ENST00000352483	P57078
ENSG00000196611	ENST00000315274	P03956
ENSG00000184110	ENST00000563139	
ENSG00000128510	ENST00000492072	
ENSG00000122786	ENST00000361675	Q05682
ENSG00000184110	ENST00000568426	
ENSG00000050426	ENST00000550755	
ENSG00000122786	ENST00000361901	Q05682
ENSG00000172985	ENST00000309415	Q8TEJ3
ENSG00000274577	ENST00000620305	P48742
ENSG00000103534	ENST00000381414	Q6UXY8
ENSG00000119431	ENST00000238379	Q9BSH5
ENSG00000107863	ENST00000396432	Q5T5U3
ENSG00000122786	ENST00000445569	
ENSG00000184110	ENST00000395587	Q99613
ENSG00000176407	ENST00000409785	Q9P0J7
ENSG00000122786	ENST00000435928	
ENSG00000267206	ENST00000341206	P62502
ENSG00000119431	ENST00000374180	Q9BSH5
ENSG00000103534	ENST00000542583	Q6UXY8
ENSG00000274577	ENST00000633397	
ENSG00000122786	ENST00000443197	
ENSG00000176407	ENST00000428691	
ENSG00000176407	ENST00000453448	
ENSG00000267206	ENST00000476567	
ENSG00000122786	ENST00000424922	Q05682
ENSG00000122786	ENST00000495522	
ENSG00000103534	ENST00000219821	Q6UXY8
ENSG00000181827	ENST00000559847	
ENSG00000128510	ENST00000222482	Q9UI42
ENSG00000103534	ENST00000561503	Q6UXY8
ENSG00000050426	ENST00000550929	Q6P1Q0
ENSG00000181827	ENST00000559447	Q2KHR2
ENSG00000128510	ENST00000473956	
ENSG00000050426	ENST00000262055	Q6P1Q0
ENSG00000181827	ENST00000560792	
ENSG00000122786	ENST00000393118	Q05682
ENSG00000128510	ENST00000493259	
ENSG00000050426	ENST00000550442	
ENSG00000128510	ENST00000486598	
ENSG00000128510	ENST00000445470	Q9UI42
ENSG00000050426	ENST00000549340	
ENSG00000229998	ENST00000449705	Q6NYC8
ENSG00000107863	ENST00000638156	
ENSG00000103534	ENST00000564959	
ENSG00000205329	ENST00000641364	Q9NZP0
ENSG00000204003	ENST00000435202	
ENSG00000205329	ENST00000641740	Q9NZP0
ENSG00000050426	ENST00000551261	
ENSG00000166670	ENST00000279441	P09238
ENSG00000050426	ENST00000548209	
ENSG00000205329	ENST00000379667	Q9NZP0
ENSG00000050426	ENST00000548251	
ENSG00000166670	ENST00000539681	
ENSG00000103534	ENST00000572147	
ENSG00000145808	ENST00000505791	
ENSG00000229998	ENST00000443517	Q6NYC8
ENSG00000205944	ENST00000382449	Q13117
ENSG00000050426	ENST00000550814	
ENSG00000103534	ENST00000574033	
ENSG00000103534	ENST00000396229	Q6UXY8
ENSG00000147488	ENST00000276480	O60284
ENSG00000050426	ENST00000547660	
ENSG00000050426	ENST00000547555	
ENSG00000175575	ENST00000310571	Q9BRP4
ENSG00000107863	ENST00000636789	
ENSG00000196814	ENST00000361171	Q9H7P6
ENSG00000050426	ENST00000548401	
ENSG00000107863	ENST00000418033	
ENSG00000101333	ENST00000378501	Q15147
ENSG00000107863	ENST00000418325	
ENSG00000050426	ENST00000549686	
ENSG00000196814	ENST00000489637	Q9H7P6
ENSG00000107863	ENST00000376410	
ENSG00000175575	ENST00000504441	
ENSG00000196814	ENST00000402437	
ENSG00000107863	ENST00000446003	
ENSG00000050426	ENST00000418425	Q6P1Q0
ENSG00000187922	ENST00000341040	
ENSG00000175575	ENST00000543814	
ENSG00000050426	ENST00000547008	
ENSG00000101333	ENST00000378473	Q15147
ENSG00000175575	ENST00000535604	Q9BRP4
ENSG00000101333	ENST00000278655	Q15147
ENSG00000130958	ENST00000253270	Q76EJ3
ENSG00000107863	ENST00000416305	
ENSG00000087258	ENST00000262493	P09471
ENSG00000106327	ENST00000490084	
ENSG00000107863	ENST00000636842	
ENSG00000130958	ENST00000375259	Q76EJ3
ENSG00000087258	ENST00000569295	
ENSG00000175575	ENST00000542293	
ENSG00000050426	ENST00000550100	Q6P1Q0
ENSG00000050426	ENST00000380135	
ENSG00000175575	ENST00000536003	Q9BRP4
ENSG00000087258	ENST00000638705	P09471
ENSG00000050426	ENST00000552739	
ENSG00000142611	ENST00000511072	
ENSG00000175575	ENST00000544552	Q9BRP4
ENSG00000130958	ENST00000490599	
ENSG00000175575	ENST00000546039	
ENSG00000050426	ENST00000547256	
ENSG00000205944	ENST00000382440	
ENSG00000130958	ENST00000375257	
ENSG00000107863	ENST00000612832	
ENSG00000087258	ENST00000262494	P09471
ENSG00000175575	ENST00000536582	
ENSG00000050426	ENST00000551931	
ENSG00000087258	ENST00000570235	
ENSG00000175575	ENST00000544909	
ENSG00000205944	ENST00000382433	Q13117
ENSG00000050426	ENST00000553043	
ENSG00000145808	ENST00000274487	
ENSG00000175575	ENST00000540659	
ENSG00000087258	ENST00000563661	
ENSG00000171385	ENST00000369697	Q9UK17
ENSG00000107863	ENST00000320481	Q5T5U3
ENSG00000145808	ENST00000502709	
ENSG00000175575	ENST00000376384	Q9BRP4
ENSG00000146425	ENST00000367089	P63172
ENSG00000205944	ENST00000382431	
ENSG00000168404	ENST00000306247	Q8NB16
ENSG00000124160	ENST00000290231	Q9HCD5
ENSG00000205944	ENST00000400493	
ENSG00000205944	ENST00000382306	Q13117
ENSG00000205944	ENST00000449947	
ENSG00000205944	ENST00000382294	
ENSG00000087258	ENST00000640893	
ENSG00000124160	ENST00000372291	
ENSG00000187922	ENST00000497771	Q6JVE6
ENSG00000205944	ENST00000382424	Q13117
ENSG00000187922	ENST00000527229	
ENSG00000147488	ENST00000521824	
ENSG00000187922	ENST00000532006	
ENSG00000187922	ENST00000529013	
ENSG00000147488	ENST00000522251	
ENSG00000186367	ENST00000564719	P59773
ENSG00000087258	ENST00000639770	
ENSG00000120071	ENST00000432791	Q7Z3B3
ENSG00000147488	ENST00000521582	
ENSG00000160602	ENST00000579671	
ENSG00000171385	ENST00000315987	Q9UK17
ENSG00000120071	ENST00000572904	Q7Z3B3
ENSG00000171385	ENST00000302127	Q9UK17
ENSG00000187922	ENST00000474369	Q6JVE6
ENSG00000182134	ENST00000368827	Q9Y2W6
ENSG00000169439	ENST00000302190	P34741
ENSG00000171243	ENST00000307068	Q6X4U4
ENSG00000147488	ENST00000517580	
ENSG00000182134	ENST00000368825	Q9Y2W6
ENSG00000168404	ENST00000308807	Q8NB16
ENSG00000142611	ENST00000378391	Q9HAZ2
ENSG00000162869	ENST00000431614	
ENSG00000087258	ENST00000639268	
ENSG00000169439	ENST00000518385	
ENSG00000142611	ENST00000514189	
ENSG00000087258	ENST00000562316	
ENSG00000087258	ENST00000639341	
ENSG00000141434	ENST00000581184	
ENSG00000168404	ENST00000576529	
ENSG00000171243	ENST00000396652	Q6X4U4
ENSG00000160602	ENST00000579060	
ENSG00000087258	ENST00000568375	
ENSG00000182134	ENST00000368824	Q9Y2W6
ENSG00000168404	ENST00000571303	
ENSG00000087258	ENST00000640469	
ENSG00000065150	ENST00000460070	
ENSG00000198108	ENST00000305031	Q70JA7
ENSG00000087258	ENST00000564727	
ENSG00000142611	ENST00000270722	Q9HAZ2
ENSG00000168404	ENST00000573267	
ENSG00000169439	ENST00000522911	
ENSG00000182134	ENST00000368823	
ENSG00000168404	ENST00000575686	
ENSG00000174145	ENST00000309447	Q9ULI1
ENSG00000169439	ENST00000519914	
ENSG00000182134	ENST00000368822	Q9Y2W6
ENSG00000065150	ENST00000481455	
ENSG00000120071	ENST00000574590	Q7Z3B3
ENSG00000169439	ENST00000521590	
ENSG00000205858	ENST00000382124	
ENSG00000187857	ENST00000641576	A6NL08
ENSG00000142611	ENST00000463591	
ENSG00000169439	ENST00000523877	
ENSG00000142611	ENST00000509860	
ENSG00000182134	ENST00000458431	Q9Y2W6
ENSG00000187857	ENST00000343399	A6NL08
ENSG00000182134	ENST00000526413	
ENSG00000120071	ENST00000638275	
ENSG00000120071	ENST00000575318	
ENSG00000120071	ENST00000262419	Q7Z3B3
ENSG00000120071	ENST00000648792	
ENSG00000205858	ENST00000401542	A6NJI9
ENSG00000185730	ENST00000523891	
ENSG00000147488	ENST00000519118	
ENSG00000162869	ENST00000416913	
ENSG00000182134	ENST00000526378	
ENSG00000120071	ENST00000639467	
ENSG00000084453	ENST00000307378	P46721
ENSG00000131747	ENST00000423485	P11388
ENSG00000182134	ENST00000530202	
ENSG00000141434	ENST00000269202	Q16820
ENSG00000131747	ENST00000577541	
ENSG00000141434	ENST00000581447	
ENSG00000106327	ENST00000462107	Q9UP52
ENSG00000120071	ENST00000639531	
ENSG00000120071	ENST00000639150	
ENSG00000182134	ENST00000440583	
ENSG00000185730	ENST00000518575	
ENSG00000120071	ENST00000640636	
ENSG00000131747	ENST00000581055	
ENSG00000185730	ENST00000330143	Q9H7X3
ENSG00000152128	ENST00000281924	Q8TC26
ENSG00000120071	ENST00000639853	
ENSG00000142182	ENST00000436357	
ENSG00000185730	ENST00000521537	
ENSG00000120071	ENST00000571698	
ENSG00000167553	ENST00000541364	
ENSG00000185730	ENST00000518432	
ENSG00000167553	ENST00000549818	
ENSG00000160602	ENST00000268766	Q86SG6
ENSG00000185730	ENST00000520333	
ENSG00000114279	ENST00000445105	P61328
ENSG00000101695	ENST00000217740	Q96EQ8
ENSG00000171488	ENST00000370454	Q8TDW0
ENSG00000167553	ENST00000552448	
ENSG00000101695	ENST00000580209	
ENSG00000167553	ENST00000552125	
ENSG00000160602	ENST00000543014	
ENSG00000114279	ENST00000454309	P61328
ENSG00000171488	ENST00000482063	
ENSG00000181016	ENST00000439068	Q8N8F7
ENSG00000114279	ENST00000450716	P61328
ENSG00000084453	ENST00000544020	
ENSG00000160602	ENST00000592510	
ENSG00000114279	ENST00000430714	
ENSG00000130948	ENST00000375263	P37058
ENSG00000114279	ENST00000448795	
ENSG00000106327	ENST00000223051	Q9UP52
ENSG00000114279	ENST00000418610	
ENSG00000181016	ENST00000455302	Q8N8F7
ENSG00000084453	ENST00000458504	
ENSG00000130948	ENST00000467499	
ENSG00000167553	ENST00000301072	Q9BQE3
ENSG00000120071	ENST00000576739	
ENSG00000106327	ENST00000431692	
ENSG00000167553	ENST00000549183	
ENSG00000181016	ENST00000312849	Q8N8F7
ENSG00000130948	ENST00000375262	P37058
ENSG00000141441	ENST00000583696	
ENSG00000130948	ENST00000648332	
ENSG00000084453	ENST00000544290	
ENSG00000130948	ENST00000650005	
ENSG00000130948	ENST00000648146	
ENSG00000049618	ENST00000346085	
ENSG00000130948	ENST00000648799	
ENSG00000148218	ENST00000409155	P13716
ENSG00000130948	ENST00000650386	
ENSG00000006652	ENST00000432734	
ENSG00000170289	ENST00000517327	
ENSG00000167553	ENST00000639419	
ENSG00000049618	ENST00000350026	Q8NFD5
ENSG00000182489	ENST00000372956	Q6PP77
ENSG00000084453	ENST00000413682	
ENSG00000171045	ENST00000524325	Q96NA8
ENSG00000171492	ENST00000525774	
ENSG00000182489	ENST00000468904	
ENSG00000084453	ENST00000422327	
ENSG00000285269	ENST00000643789	
ENSG00000084453	ENST00000453443	
ENSG00000141441	ENST00000399218	Q9H706
ENSG00000171045	ENST00000520166	
ENSG00000084453	ENST00000421294	
ENSG00000171492	ENST00000337338	Q7L1W4
ENSG00000084453	ENST00000450590	
ENSG00000141441	ENST00000269209	Q9H706
ENSG00000084453	ENST00000435179	
ENSG00000171045	ENST00000519651	
ENSG00000038210	ENST00000264864	Q8TCG2
ENSG00000049618	ENST00000636930	Q8NFD5
ENSG00000139531	ENST00000356124	P51687
ENSG00000148218	ENST00000448137	
ENSG00000084453	ENST00000445053	
ENSG00000160606	ENST00000292090	Q96CP7
ENSG00000171492	ENST00000394593	Q7L1W4
ENSG00000034053	ENST00000561069	Q99767
ENSG00000148218	ENST00000452726	
ENSG00000084453	ENST00000421287	
ENSG00000084453	ENST00000416627	
ENSG00000049618	ENST00000494260	
ENSG00000145014	ENST00000392432	Q2T9K0
ENSG00000171492	ENST00000532201	
ENSG00000084453	ENST00000430803	
ENSG00000160606	ENST00000581236	
ENSG00000171045	ENST00000520462	
ENSG00000148218	ENST00000445750	
ENSG00000171492	ENST00000414841	
ENSG00000171045	ENST00000518720	
ENSG00000145014	ENST00000432352	
