gene	chrom	position
KAT6B	10	1748121943
KAT7	17	2536171721
KAT8	16	2427424658
KATNA1	6	1209968613
KATNAL1	13	2104736382
KATNAL2	18	2616530435
KATNB1	16	2454044220
KATNBL1	15	2328526256
KAZALD1	10	1774341678
KAZN	1	14598998
KBTBD11	8	1392104122
KBTBD12	3	618714699
KBTBD13	15	2359460733
KBTBD2	7	1263827503
KBTBD3	11	1912958677
KBTBD4	11	1854478757
KBTBD6	13	2115658329
KBTBD7	13	2115720045
KBTBD8	3	557789993
KCMF1	2	333889815
KCNA1	12	1946204865
KCNA10	1	110517252
KCNA2	1	110593893
KCNA3	1	110673082
KCNA4	11	1836916544
KCNA5	12	1946337634
KCNA6	12	1946103528
KCNA7	19	2698794872
KCNAB1	3	646912249
KCNAB2	1	6040569
KCNAB3	17	2494305988
KCNB1	20	2757669181
KCNB2	8	1462670664
KCNC1	11	1824641830
KCNC2	12	2016334583
KCNC3	19	2700045055
KCNC4	1	110211500
KCND1	23	2918979047
KCND2	7	1351232791
KCND3	1	111776077
KCNE1	21	2807019043
KCNE1B	21	2780389031
KCNE2	21	2806940277
KCNE3	11	1881363079
KCNE4	2	471970508
KCNE5	23	2979641058
KCNF1	2	259830790
KCNG1	20	2759300237
KCNG2	18	2649341129
KCNG3	2	291362297
KCNG4	16	2480529193
KCNH1	1	210683281
KCNH2	7	1381903523
KCNH3	12	1990832903
KCNH4	17	2528542926
KCNH5	14	2251561631
KCNH6	17	2549906300
KCNH7	2	411290192
KCNH8	3	509940357
KCNIP1	5	1049359229
KCNIP2	10	1775106438
KCNIP3	2	344215802
KCNIP4	4	709560386
KCNJ1	11	1935744952
KCNJ10	1	160041393
KCNJ11	11	1824292746
KCNJ12	17	2507798229
KCNJ13	2	481686554
KCNJ14	19	2698186534
KCNJ15	21	2810869060
KCNJ16	17	2556513850
KCNJ18	17	2508085673
KCNJ2	17	2556557926
KCNJ3	2	403617139
KCNJ4	22	2857660967
KCNJ5	11	1935817101
KCNJ6	21	2810194957
KCNJ8	12	1963059209
KCNJ9	1	160084031
KCNK1	1	233614172
KCNK10	14	2277039658
KCNK12	2	296439270
KCNK13	14	2278916329
KCNK15	20	2753042109
KCNK16	6	1099688579
KCNK17	6	1099673004
KCNK18	10	1790476574
KCNK2	1	215005922
KCNK3	2	275611239
KCNK4	11	1871198846
KCNK5	6	1099564467
KCNK6	19	2688044760
KCNK7	11	1872498832
KCNK9	8	1529721187
KCNMA1	10	1750156954
KCNMB1	5	1049384056
KCNMB2	3	669599047
KCNMB3	3	670031633
KCNMB4	12	2011660221
KCNN1	19	2667698698
KCNN2	5	993368128
KCNN3	1	154707976
KCNN4	19	2693492352
KCNQ1	11	1809350926
KCNQ2	20	2771702842
KCNQ3	8	1522232191
KCNQ4	1	40784094
KCNQ5	6	1132995767
KCNRG	13	2124543336
KCNS1	20	2753391068
KCNS2	8	1488530909
KCNS3	2	266849372
KCNT1	9	1670859345
KCNT2	1	196228224
KCNU1	8	1426887340
KCNV1	8	1500071017
KCNV2	9	1537874826
KCTD1	18	2595933204
KCTD10	12	2050745081
KCTD11	17	2493735829
KCTD12	13	2151413013
KCTD13	16	2426213848
KCTD14	11	1884922420
KCTD15	19	2683525264
KCTD16	5	1023212067
KCTD17	22	2856285912
KCTD18	2	449408463
KCTD19	16	2463596545
KCTD2	17	2561430137
KCTD20	6	1096843675
KCTD21	11	1885079599
KCTD3	1	215567686
KCTD4	13	2119721630
KCTD5	16	2398989525
KCTD6	3	549290393
KCTD7	7	1297587223
KCTD8	4	733005094
KCTD9	8	1415532786
KDELC1	13	2177312337
KDELC2	11	1915380654
KDELR1	19	2698108102
KDELR2	7	1237421124
KDELR3	22	2857702406
KDF1	1	26950069
KDM1A	1	23019597
KDM1B	6	1078533473
KDM2A	11	1874027144
KDM2B	12	2062723602
KDM3A	2	335360411
KDM3B	5	1017358148
KDM4A	1	43653176
KDM4B	19	2654757700
KDM4C	9	1541878035
KDM4D	11	1901903200
KDM4E	11	1901931385
KDM5A	12	1941578942
KDM5B	1	202729036
KDM5C	23	2923209210
KDM5D	24	3045732870
KDM6A	23	2914890018
KDM6B	17	2494228441
KDM7A	7	1371049252
KDM8	16	2423511069
KDR	4	743910245
KDSR	18	2632809243
KEAP1	19	2660211461
KEL	7	1373899410
KERA	12	2032344832
KHDC1	6	1133615106
KHDC1L	6	1133597325
KHDC3L	6	1133736307
KHDC4	1	155914121
KHDRBS1	1	32013996
KHDRBS2	6	1122054540
KHDRBS3	8	1525560796
KHK	2	276005623
KHNYN	14	2213284854
KHSRP	19	2656138921
KIAA0040	1	175160714
KIAA0100	17	2514997950
KIAA0232	4	695654758
KIAA0319	6	1084920742
KIAA0319L	1	35434894
KIAA0355	19	2684025283
KIAA0391	14	2223977369
KIAA0408	6	1187817686
KIAA0513	16	2481374048
KIAA0556	16	2423857147
KIAA0586	14	2247281752
KIAA0753	17	2492962633
KIAA0754	1	39410266
KIAA0825	5	973525595
KIAA0895	7	1267284918
KIAA0895L	16	2463483787
KIAA0930	22	2864431348
KIAA1107	1	92168962
KIAA1109	4	811000952
KIAA1143	3	535544978
KIAA1147	7	1372620814
KIAA1191	5	1055352952
KIAA1210	23	2989097795
KIAA1211	4	745128534
KIAA1211L	2	347712895
KIAA1217	10	1697488279
KIAA1257	3	619762862
KIAA1324	1	109114184
KIAA1324L	7	1317838629
KIAA1328	18	2606306600
KIAA1522	1	32741955
KIAA1549	7	1369796064
KIAA1549L	11	1840448282
KIAA1586	6	1117420333
KIAA1614	1	180913244
KIAA1671	22	2844262172
KIAA1755	20	2746509240
KIAA1841	2	309988714
KIAA1958	9	1647731167
KIAA2012	2	450991991
KIAA2013	1	11920315
KIDINS220	2	257649083
KIF11	10	1765872461
KIF12	9	1649248947
KIF13A	6	1078134434
KIF13B	8	1419173433
KIF14	1	200553388
KIF15	3	535553503
KIF16B	20	2724569451
KIF17	1	20664584
KIF18A	11	1834927027
KIF18B	17	2531308966
KIF19	17	2560709236
KIF1A	2	489635727
KIF1B	1	10232329
KIF1BP	10	1742267918
KIF1C	17	2491383133
KIF20A	5	1017185033
KIF20B	10	1762984380
KIF21A	12	1980587910
KIF21B	1	200973521
KIF22	16	2426097736
KIF23	15	2363798383
KIF24	9	1569411466
KIF25	6	1228403163
KIF26A	14	2292992846
KIF26B	1	245155425
KIF27	9	1618994087
KIF2A	5	941311825
KIF2B	17	2540205920
KIF2C	1	44739933
KIF3A	5	1011701986
KIF3B	20	2740605976
KIF3C	2	274847341
KIF4A	23	2940306925
KIF4B	5	1034019212
KIF5A	12	1998843758
KIF5B	10	1705294614
KIF5C	2	397793981
KIF6	6	1099710109
KIF7	15	2384012336
KIF9	3	538020289
KIFAP3	1	169921676
KIFC1	6	1093765563
KIFC2	8	1534569349
KIFC3	16	2454065860
KIN	10	1681035165
KIR2DL1	19	2704494660
KIR2DL3	19	2704463355
KIR2DL4	19	2704528461
KIR3DL1	19	2704541310
KIR3DL2	19	2704575285
KIR3DL3	19	2704449306
KIRREL1	1	157993677
KIRREL2	19	2685581929
KIRREL3	11	1933330407
KISS1	1	204190484
KISS1R	19	2650642312
KIT	4	743488319
KITLG	12	2029798682
KIZ	20	2729422235
KL	13	2107544283
KLB	4	728237254
KLC1	14	2292508688
KLC2	11	1873164422
KLC3	19	2695070351
KLC4	6	1103433787
KLF1	19	2662609694
KLF10	8	1492753061
KLF11	2	258962080
KLF12	13	2148223332
KLF13	15	2325711130
KLF14	7	1361691220
KLF15	3	617135364
KLF16	19	2651579268
KLF17	1	44118908
KLF18	1	44137821
KLF2	19	2666049733
KLF3	4	727510930
KLF4	9	1642642837
KLF5	13	2147587170
KLF6	10	1677058624
KLF7	2	455999576
KLF8	23	2926249742
KLF9	9	1605544862
KLHDC1	14	2238547318
KLHDC10	7	1361028802
KLHDC2	14	2238622592
KLHDC3	6	1103390770
KLHDC4	16	2484015327
KLHDC7A	1	18480982
KLHDC8A	1	205337399
KLHDC8B	3	539964407
KLHDC9	1	161098536
KLHL1	13	2144229544
KLHL10	17	2528220819
KLHL11	17	2528236626
KLHL12	1	202892533
KLHL13	23	2987915374
KLHL14	18	2602152118
KLHL15	23	2894004387
KLHL17	1	960694
KLHL18	3	538074603
KLHL2	4	854038181
KLHL20	1	173716044
KLHL21	1	6593365
KLHL22	22	2839676245
KLHL23	2	418653378
KLHL24	3	674441994
KLHL25	15	2380151958
KLHL26	19	2668361864
KLHL28	14	2233783151
KLHL29	2	272480560
KLHL3	5	1016627450
KLHL30	2	487059118
KLHL31	6	1114025175
KLHL32	6	1157340638
KLHL33	14	2209282972
KLHL34	23	2891672320
KLHL35	11	1882328407
KLHL36	16	2480957844
KLHL38	8	1513748668
KLHL4	23	2957534360
KLHL40	3	533477256
KLHL41	2	418428142
KLHL42	12	1969073817
KLHL5	4	727892819
KLHL6	3	674283564
KLHL7	7	1254064185
KLHL8	4	775993823
KLHL9	9	1556490092
KLK1	19	2700544003
KLK10	19	2700739609
KLK11	19	2700747354
KLK12	19	2700753964
KLK13	19	2700781396
KLK15	19	2700550605
KLK2	19	2700598283
KLK3	19	2700579765
KLK4	19	2700631743
KLK5	19	2700668440
KLK6	19	2700683973
KLK7	19	2700702345
KLK8	19	2700720868
KLK9	19	2700727920
KLKB1	4	875058500
KLLN	10	1761141036
KLRB1	12	1950888760
KLRC1	12	1951735785
KLRC2	12	1951724603
KLRC3	12	1951706058
KLRC4	12	1951701139
KLRD1	12	1951601564
KLRF1	12	1951121031
KLRF2	12	1951175082
KLRG1	12	1950283122
KLRG2	7	1370411745
KLRK1	12	1951666600
KMO	1	241532445
KMT2A	11	1925342340
KMT2B	19	2685442828
KMT2C	7	1383094990
KMT2D	12	1990315266
KMT2E	7	1335999111
KMT5A	12	2064677685
KMT5B	11	1875063515
KMT5C	19	2705066746
KNCN	1	46547730
KNDC1	10	1806439553
KNG1	3	677509180
KNL1	15	2334986849
KNOP1	16	2416013886
KNSTRN	15	2334766753
KNTC1	12	2063823550
KPNA1	3	613218622
KPNA2	17	2554420019
KPNA3	13	2124229642
KPNA4	3	651293741
KPNA5	6	1177054912
KPNA6	1	32108131
KPNA7	7	1330131866
KPNB1	17	2534033131
KPRP	1	152759589
KPTN	19	2697200225
KRAS	12	1966503281
KRBA1	7	1380673213
KRBA2	17	2494752020
KRBOX1	3	533730533
KRBOX4	23	2916466927
KRCC1	2	336946147
KREMEN1	22	2848307303
KREMEN2	16	2399271497
KRIT1	7	1323158894
KRR1	12	2016793295
KRT1	12	1993968679
KRT10	17	2527201362
KRT12	17	2527244547
KRT13	17	2527884142
KRT14	17	2527965321
KRT15	17	2527896909
KRT16	17	2527992821
KRT17	17	2528002480
KRT18	12	1994242660
KRT19	17	2527906629
KRT2	12	1993938505
KRT20	17	2527259247
KRT222	17	2527039288
KRT23	17	2527305875
KRT24	17	2527081123
KRT25	17	2527131163
KRT26	17	2527149401
KRT27	17	2527159885
KRT28	17	2527175313
KRT3	12	1994083528
KRT31	17	2527776902
KRT32	17	2527842996
KRT33A	17	2527729005
KRT33B	17	2527746722
KRT34	17	2527760945
KRT35	17	2527859942
KRT36	17	2527869262
KRT37	17	2527803764
KRT38	17	2527820298
KRT39	17	2527341487
KRT4	12	1994100555
KRT40	17	2527361083
KRT5	12	1993808428
KRT6A	12	1993781206
KRT6B	12	1993740676
KRT6C	12	1993762548
KRT7	12	1993526783
KRT71	12	1993838018
KRT72	12	1993879468
KRT73	12	1993901682
KRT74	12	1993860455
KRT75	12	1993718003
KRT76	12	1994062199
KRT77	12	1993984651
KRT78	12	1994132599
KRT79	12	1994115358
KRT8	12	1994190914
KRT80	12	1993464884
KRT81	12	1993579741
KRT82	12	1993688461
KRT83	12	1993608117
KRT84	12	1993671520
KRT85	12	1993654339
KRT86	12	1993595403
KRT9	17	2527950159
KRTAP1-1	17	2527423750
KRTAP1-3	17	2527417204
KRTAP1-4	17	2527412599
KRTAP1-5	17	2527409517
KRTAP10-1	21	2817109100
KRTAP10-10	21	2817207216
KRTAP10-11	21	2817216257
KRTAP10-12	21	2817267000
KRTAP10-2	21	2817120489
KRTAP10-3	21	2817127848
KRTAP10-4	21	2817143557
KRTAP10-5	21	2817149561
KRTAP10-6	21	2817161185
KRTAP10-7	21	2817170420
KRTAP10-8	21	2817181899
KRTAP10-9	21	2817196970
KRTAP11-1	21	2803450831
KRTAP12-1	21	2817251631
KRTAP12-2	21	2817236244
KRTAP12-3	21	2817227778
KRTAP12-4	21	2817224074
KRTAP13-1	21	2802965885
KRTAP13-2	21	2802941484
KRTAP13-3	21	2802995192
KRTAP13-4	21	2803000074
KRTAP15-1	21	2803010126
KRTAP16-1	17	2527690586
KRTAP17-1	17	2527698219
KRTAP19-1	21	2803049843
KRTAP19-2	21	2803056988
KRTAP19-3	21	2803061510
KRTAP19-4	21	2803066654
KRTAP19-5	21	2803071670
KRTAP19-6	21	2803111455
KRTAP19-7	21	2803130896
KRTAP19-8	21	2803608050
KRTAP2-1	17	2527429767
KRTAP2-2	17	2527437726
KRTAP2-3	17	2527442550
KRTAP2-4	17	2527448345
KRTAP20-1	21	2803186253
KRTAP20-2	21	2803205062
KRTAP20-3	21	2803212687
KRTAP20-4	21	2803190456
KRTAP21-1	21	2803324937
KRTAP21-2	21	2803316749
KRTAP21-3	21	2803288381
KRTAP22-1	21	2803170919
KRTAP22-2	21	2803160035
KRTAP23-1	21	2802918207
KRTAP24-1	21	2802851966
KRTAP25-1	21	2802858980
KRTAP26-1	21	2802889201
KRTAP27-1	21	2802906843
KRTAP29-1	17	2527684712
KRTAP3-1	17	2527391664
KRTAP3-2	17	2527382443
KRTAP3-3	17	2527376687
KRTAP4-11	17	2527500614
KRTAP4-12	17	2527506403
KRTAP4-2	17	2527560640
KRTAP4-3	17	2527550471
KRTAP4-4	17	2527543077
KRTAP4-5	17	2527532108
KRTAP4-6	17	2527522756
KRTAP4-7	17	2527467093
KRTAP4-8	17	2527480413
KRTAP4-9	17	2527488275
KRTAP5-1	11	1808490240
KRTAP5-10	11	1878471415
KRTAP5-11	11	1878488194
KRTAP5-2	11	1808503544
KRTAP5-3	11	1808513496
KRTAP5-4	11	1808527234
KRTAP5-5	11	1808535668
KRTAP5-6	11	1808603073
KRTAP5-7	11	1878433128
KRTAP5-8	11	1878443883
KRTAP5-9	11	1878454485
KRTAP6-1	21	2803183487
KRTAP6-2	21	2803168484
KRTAP6-3	21	2803162244
KRTAP7-1	21	2803399233
KRTAP8-1	21	2803382827
KRTAP9-1	17	2527572773
KRTAP9-2	17	2527609541
KRTAP9-3	17	2527615388
KRTAP9-4	17	2527632607
KRTAP9-6	17	2527648264
KRTAP9-7	17	2527658584
KRTAP9-8	17	2527620938
KRTAP9-9	17	2527638272
KRTCAP2	1	155169440
KRTCAP3	2	276360776
KRTDAP	19	2685212237
KSR1	17	2513960417
KSR2	12	2058760685
KTI12	1	52032697
KTN1	14	2244466172
KXD1	19	2668286866
KY	3	625395216
KYAT1	9	1663990670
KYAT3	1	88936183
KYNU	2	391803731
L1CAM	23	3023879129
L1TD1	1	62206629
L2HGDH	14	2239101181
L3HYPDH	14	2248327088
L3MBTL1	20	2751809768
L3MBTL2	22	2860439535
L3MBTL3	6	1190416277
L3MBTL4	18	2575433681
LACC1	13	2118408828
LACRT	12	1995924378
LACTB	15	2357505789
LACTB2	8	1460740789
LAD1	1	201381888
LAG3	12	1948066339
LAGE3	23	3024494410
LAIR1	19	2704080077
LAIR2	19	2704227728
LALBA	12	1989861443
LAMA1	18	2576419540
LAMA2	6	1189256823
LAMA3	18	2593167145
LAMA4	6	1172483014
LAMA5	20	2770605534
LAMB1	7	1338882109
LAMB2	3	539912863
LAMB3	1	209615271
LAMB4	7	1338982197
LAMC1	1	183023717
LAMC2	1	183186353
LAMC3	9	1666166301
LAMP1	13	2187825277
LAMP2	23	2990444950
LAMP3	3	673915718
LAMP5	20	2717811051
LAMTOR1	11	1879003649
LAMTOR2	1	156054890
LAMTOR3	4	788712298
LAMTOR4	7	1331107131
LAMTOR5	1	110401523
LANCL1	2	459352850
LANCL2	7	1286324184
LANCL3	23	2907588337
LAP3	4	706407770
LAPTM4A	2	268951568
LAPTM5	1	30733828
LARGE1	22	2852508599
LARGE2	11	1852828710
LARP1	5	1033718278
LARP1B	4	816905256
LARP4	12	1991694497
LARP4B	10	1674092011
LARP6	15	2365215969
LARP7	4	801474774
LARS	5	1025119458
LARS2	3	536186091
LAS1L	23	2935529241
LASP1	17	2525253076
LAT	16	2425291838
LAT2	7	1305174134
LATS1	6	1210035306
LATS2	13	2095502712
LAX1	1	203765343
LAYN	11	1918446671
LBH	2	279150102
LBHD1	11	1869568956
LBHD2	14	2291940136
LBP	20	2746642715
LBR	1	225403303
LBX1	10	1774506355
LBX2	2	323416290
LCA5	6	1139860581
LCA5L	21	2811975680
LCAT	16	2464246880
LCE1A	1	152827473
LCE1B	1	152812447
LCE1C	1	152805122
LCE1D	1	152797795
LCE1E	1	152787300
LCE1F	1	152776372
LCE2A	1	152698902
LCE2B	1	152686844
LCE2C	1	152676016
LCE2D	1	152664106
LCE3A	1	152622834
LCE3B	1	152613811
LCE3C	1	152600732
LCE3D	1	152579658
LCE3E	1	152565930
LCE4A	1	152709076
LCE5A	1	152511535
LCE6A	1	152843521
LCK	1	32274330
LCLAT1	2	279377976
LCMT1	16	2421418860
LCMT2	15	2337712346
LCN1	9	1670678584
LCN10	9	1671896611
LCN12	9	1672109414
LCN15	9	1671918905
LCN2	9	1663306612
LCN6	9	1671901748
LCN8	9	1671911584
LCN9	9	1670820408
LCNL1	9	1672140673
LCOR	10	1770228143
LCORL	4	706676025
LCP1	13	2120655433
LCP2	5	1049254049
LCT	2	384706687
LCTL	15	2360932407
LDAH	2	269605266
LDB1	10	1775387178
LDB2	4	705332947
LDB3	10	1759947777
LDHA	11	1825302375
LDHAL6A	11	1825362508
LDHAL6B	15	2353590858
LDHB	12	1962929028
LDHC	11	1825318545
LDHD	16	2471419332
LDLR	19	2660814358
LDLRAD1	1	54008982
LDLRAD2	1	21812452
LDLRAD3	11	1842849926
LDLRAD4	18	2582865184
LDLRAP1	1	25543699
LDOC1	23	3011193047
LEAP2	5	1011879047
LECT2	5	1014952683
LEF1	4	796878976
LEFTY1	1	225886727
LEFTY2	1	225937441
LEKR1	3	647620967
LELP1	1	153204708
LEMD1	1	205381658
LEMD2	6	1094146205
LEMD3	12	2006463083
LENEP	1	154993608
LENG1	19	2703880530
LENG8	19	2704176154
LENG9	19	2704186899
LEO1	15	2346322073
LEP	7	1359210177
LEPR	1	65565566
LEPROT	1	65420725
LEPROTL1	8	1420198442
LETM1	4	690644728
LETM2	8	1428490913
LETMD1	12	1992341843
LEXM	1	54806117
LFNG	7	1233470813
LGALS1	22	2856909875
LGALS12	11	1870412220
LGALS13	19	2689327378
LGALS14	19	2689429338
LGALS16	19	2689380771
LGALS2	22	2856804435
LGALS3	14	2243991497
LGALS3BP	17	2565354462
LGALS4	19	2688526573
LGALS7	19	2688495835
LGALS7B	19	2688514036
LGALS8	1	236526071
LGALS9	17	2514014152
LGALS9B	17	2506832859
LGALS9C	17	2504859741
LGALSL	2	313372909
LGI1	10	1767037230
LGI2	4	713833755
LGI3	8	1412251089
LGI4	19	2684850002
LGMN	14	2281558386
LGR4	11	1834273694
LGR5	12	2012733567
LGR6	1	202193990
LGSN	6	1123653598
LHB	19	2698740877
LHCGR	2	297606060
LHFPL1	23	2982647886
LHFPL2	5	957494249
LHFPL4	3	500293848
LHFPL5	6	1096179248
LHFPL6	13	2113871778
LHPP	10	1797740948
LHX1	17	2523321084
LHX2	9	1659169435
LHX3	9	1671354411
LHX4	1	180230530
LHX5	12	2054756676
LHX6	9	1657361787
LHX8	1	75130715
LHX9	1	197912532
LIAS	4	728289422
LIF	22	2849477823
LIFR	5	917486947
LIG1	19	2697840458
LIG3	17	2521365892
LIG4	13	2182736375
LILRA1	19	2704319054
LILRA2	19	2704298688
LILRA4	19	2704058381
LILRA5	19	2704032222
LILRA6	19	2703963762
LILRB1	19	2704355883
LILRB2	19	2703999492
LILRB3	19	2703941902
LILRB4	19	2704387843
LILRB5	19	2703975595
LIM2	19	2701105010
LIMA1	12	1991470550
LIMCH1	4	730191145
LIMD1	3	536386517
LIMD2	17	2550081438
LIME1	20	2772033748
LIMK1	7	1305042149
LIMK2	22	2850446581
LIMS1	2	357452926
LIMS2	2	376557644
LIMS3	2	358817092
LIMS4	2	359383979
LIN28A	1	26410892
LIN28B	6	1165330828
LIN37	19	2685473534
LIN52	14	2262939086
LIN54	4	771758406
LIN7A	12	2022104951
LIN7B	19	2698839214
LIN7C	11	1834404476
LIN9	1	226232501
LINGO1	15	2371997961
LINGO2	9	1563105937
LINGO3	19	2652014807
LINGO4	1	151800923
LINS1	15	2394953155
LIPA	10	1762493913
LIPC	15	2352815950
LIPE	19	2692126621
LIPF	10	1761944626
LIPG	18	2619039770
LIPH	3	676300427
LIPI	21	2786678791
LIPJ	10	1761869773
LIPK	10	1762003629
LIPM	10	1762081982
LIPN	10	1762040491
LIPT1	2	348080321
LIPT2	11	1881397962
LITAF	16	2407856613
LIX1	5	976100100
LIX1L	1	145936310
LKAAEAR1	20	2772379583
LLCFC1	7	1373897705
LLGL1	17	2504608569
LLGL2	17	2561926313
LLPH	12	2007417326
LMAN1	18	2628808554
LMAN1L	15	2369196772
LMAN2	5	1056337438
LMAN2L	2	345625619
LMBR1	7	1387642236
LMBR1L	12	1990391158
LMBRD1	6	1130049735
LMBRD2	5	915109398
LMCD1	3	499293576
LMF1	16	2397161508
LMF2	22	2869737563
LMLN	3	688751859
LMLN2	14	2211953405
LMNA	1	156114919
LMNB1	5	1005782861
LMNB2	19	2652155720
LMNTD1	12	1966797246
LMNTD2	11	1807460807
LMO1	11	1815130443
LMO2	11	1840765183
LMO3	12	1957844708
LMO4	1	87332016
LMO7	13	2150149536
LMOD1	1	201898372
LMOD2	7	1354614122
LMOD3	3	559900732
LMTK2	7	1329065336
LMTK3	19	2698210582
LMX1A	1	165203880
LMX1B	9	1661771536
LNP1	3	591221367
LNPEP	5	975941508
LNPK	2	424848330
LNX1	4	742291211
LNX2	13	2102076177
LOC100128242	11	1930336620
LOC101059915	23	2941684270
LOC102723996	21	2777592478
LOC105378696	1	46532994
LOC110117498	1	46175586
LOC110117498-PIK3R3	1	46043673
LOC149373	1	231185014
LOC730098	9	1569822120
LONP1	19	2655416841
LONP2	16	2444551365
LONRF1	8	1402826025
LONRF2	2	349202661
LONRF3	23	2988991247
LOR	1	153260950
LOX	5	1001072095
LOXHD1	18	2615954644
LOXL1	15	2368310701
LOXL2	8	1413400972
LOXL3	2	323451969
LOXL4	10	1771528006
LPA	6	1220905306
LPAR1	9	1646032507
LPAR2	19	2669349065
LPAR3	1	84813846
LPAR4	23	2948771336
LPAR5	12	1947913616
LPAR6	13	2122939231
LPCAT1	5	880469003
LPCAT2	16	2451816158
LPCAT3	12	1948270632
LPCAT4	15	2328743044
LPGAT1	1	211749899
LPIN1	2	260596011
LPIN2	18	2572397754
LPIN3	20	2749642002
LPL	8	1410042370
LPO	17	2544625866
LPP	3	679197758
LPXN	11	1865433281
LRAT	4	843574631
LRBA	4	839096026
LRCH1	13	2121081239
LRCH2	23	2985129682
LRCH3	3	688582916
LRCH4	7	1331533265
LRCOL1	12	2073896888
LRFN1	19	2689032442
LRFN2	6	1100765520
LRFN3	19	2685664235
LRFN4	11	1873763572
LRFN5	14	2230740749
LRG1	19	2654262749
LRGUK	7	1365085526
LRIF1	1	110947959
LRIG1	3	557171900
LRIG2	1	113073407
LRIG3	12	2000166058
LRIT1	10	1757511012
LRIT2	10	1757501005
LRIT3	4	798678506
LRMDA	10	1748710810
LRMP	12	1966362894
LRP1	12	1998422451
LRP10	14	2211726427
LRP11	6	1210194126
LRP12	8	1494593602
LRP1B	2	389151549
LRP2	2	418047026
LRP2BP	4	874197484
LRP3	19	2682919595
LRP4	11	1853764810
LRP5	11	1875218542
LRP5L	22	2844585971
LRP6	12	1953414612
LRP8	1	53247018
LRPAP1	4	692343278
LRPPRC	2	292806963
LRR1	14	2238453144
LRRC1	6	1114168834
LRRC10	12	2010903491
LRRC10B	11	1868414826
LRRC14	8	1534622655
LRRC14B	5	879196891
LRRC15	3	685150935
LRRC17	7	1333892072
LRRC18	10	1722189322
LRRC19	9	1562152607
LRRC2	3	537310651
LRRC20	10	1743580439
LRRC23	12	1948199120
LRRC24	8	1534625404
LRRC25	19	2668116796
LRRC26	9	1672325940
LRRC27	10	1805612610
LRRC28	15	2393639875
LRRC29	16	2463514581
LRRC3	21	2817026443
LRRC30	18	2576708600
LRRC31	3	660631619
LRRC32	11	1883565431
LRRC34	3	660585272
LRRC36	16	2463633839
LRRC37A	17	2532678020
LRRC37A2	17	2532895599
LRRC37A3	17	2551237485
LRRC37B	17	2518404033
LRRC38	1	13475846
LRRC39	1	100149042
LRRC3B	3	517501310
LRRC3C	17	2526324410
LRRC4	7	1358986837
LRRC40	1	70145800
LRRC41	1	46278865
LRRC42	1	53952000
LRRC43	12	2063476631
LRRC45	17	2568406530
LRRC46	17	2534214876
LRRC47	1	3781088
LRRC49	15	2365257123
LRRC4B	19	2700242380
LRRC4C	11	1847020197
LRRC52	1	165544297
LRRC56	11	1807446512
LRRC57	15	2336928000
LRRC58	3	611122837
LRRC59	17	2536765874
LRRC6	8	1522675235
LRRC61	7	1381295020
LRRC63	13	2120740877
LRRC66	4	740824683
LRRC69	8	1481205591
LRRC7	1	69716218
LRRC70	5	941584791
LRRC71	1	156920804
LRRC72	7	1247485111
LRRC73	6	1103880815
LRRC74A	14	2265680619
LRRC74B	22	2840280159
LRRC75A	17	2502826474
LRRC75B	22	2843820058
LRRC8A	9	1664064251
LRRC8B	1	89582651
LRRC8C	1	89686474
LRRC8D	1	89933069
LRRC8E	19	2657620413
LRRC9	14	2248782067
LRRCC1	8	1475210225
LRRD1	7	1323103046
LRRFIP1	2	486546008
LRRFIP2	3	527845488
LRRIQ1	12	2026331663
LRRIQ3	1	74026813
LRRIQ4	3	660613559
LRRK1	15	2395308550
LRRK2	12	1981518618
LRRN1	3	494636279
LRRN2	1	204617851
LRRN3	7	1342080931
LRRN4	20	2714337220
LRRN4CL	11	1869593619
LRRTM1	2	329220614
LRRTM2	5	1017878362
LRRTM3	10	1740205669
LRRTM4	2	325667058
LRSAM1	9	1662611614
LRTM1	3	545710096
LRTM2	12	1943121635
LRTOMT	11	1878994180
LRWD1	7	1333423239
LSAMP	3	606601954
LSG1	3	685433705
LSM1	8	1428266599
LSM10	1	36393758
LSM11	5	1036749103
LSM12	17	2530419094
LSM14A	19	2683897452
LSM14B	20	2770418865
LSM2	6	1092171334
LSM3	3	504970498
LSM4	19	2668032273
LSM5	7	1263445419
LSM6	4	835013226
LSM7	19	2652046489
LSM8	7	1349142382
LSMEM1	7	1343442975
LSMEM2	3	541070751
LSP1	11	1808758972
LSR	19	2684973688
LSS	21	2818760902
LST1	6	1091960877
LTA	6	1091946320
LTA4H	12	2037294475
LTB	6	1091954286
LTB4R	14	2213169775
LTB4R2	14	2213164788
LTBP1	2	281865688
LTBP2	14	2263355007
LTBP3	11	1872444907
LTBP4	19	2690317975
LTBR	12	1947669042
LTC4S	5	1058799433
LTF	3	537227832
LTK	15	2335887913
LTO1	11	1876573346
LTV1	6	1204217055
LUC7L	16	2396496174
LUC7L2	7	1370318420
LUC7L3	17	2537102619
LUM	12	2032397651
LURAP1	1	46203427
LURAP1L	9	1547932802
LUZP1	1	23088895
LUZP2	11	1831403071
LUZP4	23	2985306226
LUZP6	7	1366885432
LVRN	5	994967970
LXN	3	649458283
LY6D	8	1532888150
LY6E	8	1533123869
LY6G5B	6	1092044528
LY6G5C	6	1092050534
