Gene	ENST_ID
KAT2B	ENST00000263754
KAT5	ENST00000377046
KAT7	ENST00000259021
KAT6B	ENST00000287239
KATNA1	ENST00000335647
KAT8	ENST00000219797
KATNAL2	ENST00000356157
KATNAL1	ENST00000380615
KATNBL1	ENST00000256544
KATNB1	ENST00000379661
KAZALD1	ENST00000370200
KCNA5	ENST00000252321
KCMF1	ENST00000409785
KBTBD12	ENST00000405109
KBTBD11	ENST00000320248
KCNA2	ENST00000316361
KCNA4	ENST00000328224
KCNA6	ENST00000280684
KCNA1	ENST00000382545
KBTBD6	ENST00000379485
KBTBD2	ENST00000304056
KAZN	ENST00000376030
KBTBD13	ENST00000432196
KCNA10	ENST00000369771
KBTBD7	ENST00000379483
KBTBD4	ENST00000395288
KBTBD8	ENST00000417314
KCNA3	ENST00000369769
KBTBD3	ENST00000526793
KCNAB2	ENST00000164247
KCNA7	ENST00000221444
KCNAB3	ENST00000303790
KCNB1	ENST00000371741
KCNC1	ENST00000379472
KCNAB1	ENST00000490337
KCNE1	ENST00000337385
KCND1	ENST00000218176
KCND2	ENST00000331113
KCNC3	ENST00000477616
KCNH2	ENST00000262186
KCNG3	ENST00000306078
KCNG2	ENST00000316249
KCNH3	ENST00000257981
KCNF1	ENST00000295082
KCNB2	ENST00000523207
KCNE4	ENST00000281830
KCNE2	ENST00000290310
KCNE3	ENST00000310128
KCNH1	ENST00000271751
KCNH4	ENST00000264661
KCNC4	ENST00000369787
KCNG4	ENST00000308251
KCNH5	ENST00000322893
KCND3	ENST00000315987
KCNG1	ENST00000371571
KCNE5	ENST00000372101
KCNC2	ENST00000549446
KCNH6	ENST00000583023
KCNH8	ENST00000328405
KCNIP3	ENST00000295225
KCNH7	ENST00000332142
KCNIP2	ENST00000356640
KCNJ1	ENST00000392664
KCNJ10	ENST00000368089
KCNIP4	ENST00000382152
KCNJ13	ENST00000233826
KCNIP1	ENST00000411494
KCNJ11	ENST00000339994
KCNJ12	ENST00000331718
KCNJ14	ENST00000342291
KCNJ5	ENST00000338350
KCNJ16	ENST00000283936
KCNJ2	ENST00000243457
KCNJ8	ENST00000240662
KCNJ3	ENST00000295101
KCNK10	ENST00000340700
KCNK17	ENST00000373231
KCNK16	ENST00000373229
KCNK1	ENST00000366621
KCNJ9	ENST00000368088
KCNK15	ENST00000372861
KCNJ18	ENST00000567955
KCNJ15	ENST00000328656
KCNK13	ENST00000282146
KCNJ4	ENST00000303592
KCNK18	ENST00000334549
KCNK12	ENST00000327876
KCNJ6	ENST00000609713
KCNK2	ENST00000444842
KCNK7	ENST00000340313
KCNK3	ENST00000302909
KCNK4	ENST00000394525
KCNMB2	ENST00000358316
KCNK9	ENST00000303015
KCNK5	ENST00000359534
KCNMA1	ENST00000286628
KCNK6	ENST00000263372
KCNMB1	ENST00000274629
KCNQ5	ENST00000370398
KCNN3	ENST00000271915
KCNN2	ENST00000264773
KCNN1	ENST00000222249
KCNN4	ENST00000262888
KCNS1	ENST00000306117
KCNMB3	ENST00000314235
KCNS3	ENST00000304101
KCNS2	ENST00000287042
KCNRG	ENST00000312942
KCNMB4	ENST00000258111
KCNQ2	ENST00000359125
KCNQ4	ENST00000347132
KCNU1	ENST00000399881
KCNQ1	ENST00000155840
KCNV1	ENST00000297404
KCNT2	ENST00000294725
KCNV2	ENST00000382082
KCNQ3	ENST00000388996
KCNT1	ENST00000488444
KCTD20	ENST00000373731
KCTD11	ENST00000333751
KCTD3	ENST00000259154
KCTD1	ENST00000317932
KCTD9	ENST00000221200
KCTD8	ENST00000360029
KCTD7	ENST00000275532
KCTD13	ENST00000308768
KDELR2	ENST00000258739
KDM1B	ENST00000297792
KCTD5	ENST00000301738
KCTD10	ENST00000228495
KCTD18	ENST00000359878
KCTD4	ENST00000379108
KCTD2	ENST00000322444
KDELC2	ENST00000323468
KCTD6	ENST00000355076
KCTD21	ENST00000340067
KCTD12	ENST00000377474
KCTD14	ENST00000353172
KCTD19	ENST00000304372
KDELR3	ENST00000216014
KDELR1	ENST00000330720
KDF1	ENST00000320567
KDM1A	ENST00000356634
KCTD17	ENST00000403888
KDELC1	ENST00000376004
KCTD15	ENST00000430256
KDM2A	ENST00000529006
KCTD16	ENST00000507359
KDM4B	ENST00000159111
KDM4D	ENST00000335080
KDM3B	ENST00000314358
KDM4A	ENST00000372396
KDM5C	ENST00000375401
KEAP1	ENST00000171111
KDM3A	ENST00000312912
KHNYN	ENST00000251343
KHDC1L	ENST00000370388
KDSR	ENST00000406396
KDM7A	ENST00000397560
KDM2B	ENST00000377071
KDM6B	ENST00000448097
KHDC4	ENST00000368321
KDM5D	ENST00000317961
KDM4E	ENST00000450979
KDM5B	ENST00000367265
KDR	ENST00000263923
KDM4C	ENST00000381309
KDM8	ENST00000286096
KHDC3L	ENST00000370367
KHK	ENST00000260598
KERA	ENST00000266719
KHDRBS3	ENST00000355849
KHDRBS1	ENST00000327300
KHDRBS2	ENST00000281156
KEL	ENST00000355265
KDM5A	ENST00000399788
KHDC1	ENST00000370384
KDM6A	ENST00000377967
KIAA0355	ENST00000299505
KIAA0232	ENST00000307659
KIAA0556	ENST00000261588
KIAA0513	ENST00000258180
KIAA1109	ENST00000264501
KIAA1191	ENST00000298569
KIAA1217	ENST00000376454
KIAA0895L	ENST00000290881
KIAA1210	ENST00000402510
KIAA1257	ENST00000265068
KIAA1211L	ENST00000397899
KIAA0895	ENST00000297063
KIAA1143	ENST00000296121
KIAA0319L	ENST00000325722
KIAA1211	ENST00000264229
KIAA0753	ENST00000361413
KIAA0930	ENST00000336156
KHSRP	ENST00000398148
KIAA1324	ENST00000369939
KIAA1107	ENST00000370378
KIAA0100	ENST00000528896
KIAA0319	ENST00000378214
KIAA0586	ENST00000354386
KIAA0754	ENST00000530275
KIAA0040	ENST00000545251
KIAA1147	ENST00000536163
KIAA1324L	ENST00000450689
KIAA0408	ENST00000483725
KIAA0391	ENST00000534898
KIAA0825	ENST00000513200
KIAA1328	ENST00000280020
KIAA1614	ENST00000367588
KIAA1549	ENST00000422774
KIAA1755	ENST00000279024
KIAA1549L	ENST00000321505
KIAA1671	ENST00000358431
KIAA1586	ENST00000370733
KIAA1522	ENST00000373480
KIAA1841	ENST00000402291
KIF1BP	ENST00000361983
KIAA1958	ENST00000337530
KIF19	ENST00000389916
KIAA2013	ENST00000376572
KIDINS220	ENST00000256707
KIF17	ENST00000247986
KIF11	ENST00000260731
KIF20B	ENST00000371728
KIF13A	ENST00000259711
KIF12	ENST00000374118
KIF18A	ENST00000263181
KIF14	ENST00000367350
KIF1C	ENST00000320785
KIF1A	ENST00000320389
KIF20A	ENST00000394894
KIF16B	ENST00000354981
KIF15	ENST00000326047
KIF1B	ENST00000377086
KIAA2012	ENST00000541917
KIF13B	ENST00000524189
KIF18B	ENST00000593135
KIF2B	ENST00000268919
KIF22	ENST00000160827
KIF21A	ENST00000361418
KIF3C	ENST00000264712
KIF26B	ENST00000407071
KIFC1	ENST00000374523
KIFC3	ENST00000379655
KIR2DL3	ENST00000342376
KIR2DL1	ENST00000336077
KIF26A	ENST00000423312
KIF25	ENST00000354419
KIFAP3	ENST00000361580
KIF23	ENST00000260363
KIF27	ENST00000297814
KIF9	ENST00000265529
KIF6	ENST00000287152
KIFC2	ENST00000301332
KIF2C	ENST00000372224
KIF7	ENST00000394412
KIF5B	ENST00000302418
KIF4B	ENST00000435029
KIF3B	ENST00000375712
KIF24	ENST00000379166
KIF4A	ENST00000374403
KIF2A	ENST00000401507
KIF5A	ENST00000455537
KIF5C	ENST00000435030
KIN	ENST00000379562
KIF3A	ENST00000378746
KIF21B	ENST00000422435
KIR2DL4	ENST00000345540
KIR3DL2	ENST00000326321
KIR3DL3	ENST00000291860
KIR3DL1	ENST00000391728
KIRREL1	ENST00000359209
KISS1R	ENST00000234371
KIRREL2	ENST00000360202
KISS1	ENST00000367194
KIT	ENST00000288135
KIRREL3	ENST00000525144
KLC2	ENST00000316924
KLC1	ENST00000348520
KLF3	ENST00000261438
KLB	ENST00000257408
KITLG	ENST00000228280
KIZ	ENST00000457464
KLF17	ENST00000372299
KL	ENST00000380099
KLF13	ENST00000307145
KLF15	ENST00000296233
KLF10	ENST00000285407
KLF2	ENST00000248071
KLF1	ENST00000264834
KLF12	ENST00000377669
KLF11	ENST00000305883
KLF16	ENST00000250916
KLC4	ENST00000347162
KLF14	ENST00000583337
KLC3	ENST00000391946
KLF5	ENST00000377687
KLHDC4	ENST00000270583
KLHL2	ENST00000226725
KLHL13	ENST00000262820
KLHDC8B	ENST00000332780
KLF9	ENST00000377126
KLHDC10	ENST00000335420
KLHL10	ENST00000293303
KLHL11	ENST00000319121
KLHL18	ENST00000232766
KLHL24	ENST00000242810
KLHL14	ENST00000359358
KLHDC3	ENST00000326974
KLF4	ENST00000374672
KLHDC1	ENST00000359332
KLHDC2	ENST00000298307
KLF6	ENST00000497571
KLHL20	ENST00000209884
KLHL23	ENST00000272797
KLF8	ENST00000468660
KLHL12	ENST00000367261
KLF7	ENST00000309446
KLHDC9	ENST00000368011
KLHL22	ENST00000328879
KLHL17	ENST00000338591
KLHL15	ENST00000328046
KLHL21	ENST00000377658
KLHDC8A	ENST00000367155
KLHDC7A	ENST00000400664
KLHL1	ENST00000377844
KLHL33	ENST00000344581
KLHL26	ENST00000300976
KLHL38	ENST00000325995
KLK2	ENST00000325321
KLHL3	ENST00000309755
KLHL42	ENST00000381271
KLHL31	ENST00000370905
KLHL34	ENST00000379499
KLHL29	ENST00000486442
KLK1	ENST00000301420
KLHL35	ENST00000539798
KLHL4	ENST00000373119
KLHL9	ENST00000359039
KLHL25	ENST00000337975
KLHL41	ENST00000284669
KLHL8	ENST00000273963
KLHL32	ENST00000369261
KLHL40	ENST00000287777
KLHL30	ENST00000409223
KLHL28	ENST00000396128
KLHL7	ENST00000339077
KLK3	ENST00000326003
KLK12	ENST00000319590
KLHL6	ENST00000341319
KLHL5	ENST00000504108
KLK10	ENST00000309958
KLK11	ENST00000594768
KLK15	ENST00000598239
KLHL36	ENST00000564996
KLK13	ENST00000595793
KLK5	ENST00000336334
KLK4	ENST00000324041
KLK9	ENST00000250366
KLKB1	ENST00000264690
KLK6	ENST00000310157
KLK7	ENST00000391807
KLRK1	ENST00000240618
KLRC1	ENST00000359151
KLRC4	ENST00000309384
KMT5B	ENST00000304363
KMT5C	ENST00000255613
KNDC1	ENST00000304613
KLLN	ENST00000445946
KMT5A	ENST00000402868
KMT2E	ENST00000257745
KMT2D	ENST00000301067
KLRG2	ENST00000340940
KLRB1	ENST00000229402
KMT2C	ENST00000262189
KLRF1	ENST00000279544
KLRG1	ENST00000266551
KLRD1	ENST00000336164
KMO	ENST00000366559
KLRC3	ENST00000396439
KMT2A	ENST00000389506
KLRC2	ENST00000381902
KNCN	ENST00000481882
KMT2B	ENST00000420124
KLK8	ENST00000600767
KLRF2	ENST00000535540
KNOP1	ENST00000219837
KPNA2	ENST00000330459
KNG1	ENST00000265023
KNL1	ENST00000346991
KRR1	ENST00000229214
KREMEN2	ENST00000303746
KRT10	ENST00000269576
KRCC1	ENST00000347055
KNSTRN	ENST00000249776
KRT12	ENST00000251643
KRBA1	ENST00000319551
KRBOX1	ENST00000383748
KPNA3	ENST00000261667
KPNB1	ENST00000290158
KNTC1	ENST00000333479
KRAS	ENST00000256078
KRT14	ENST00000167586
KRT13	ENST00000246635
KPNA1	ENST00000344337
KRIT1	ENST00000340022
KPNA4	ENST00000334256
KRBA2	ENST00000331336
KPTN	ENST00000338134
KRBOX4	ENST00000344302
KRT1	ENST00000252244
KPNA7	ENST00000327442
KPNA5	ENST00000356348
KREMEN1	ENST00000407188
KPNA6	ENST00000373625
KPRP	ENST00000606109
KRT16	ENST00000301653
KRT38	ENST00000246646
KRT6B	ENST00000252252
KRT6A	ENST00000330722
KRT5	ENST00000252242
KRT27	ENST00000301656
KRT33B	ENST00000251646
KRT23	ENST00000209718
KRT37	ENST00000225550
KRT25	ENST00000312150
KRT18	ENST00000388835
KRT32	ENST00000225899
KRT34	ENST00000394001
KRT222	ENST00000394052
KRT35	ENST00000393989
KRT28	ENST00000306658
KRT33A	ENST00000007735
KRT24	ENST00000264651
KRT15	ENST00000254043
KRT36	ENST00000328119
KRT2	ENST00000309680
KRT17	ENST00000311208
KRT39	ENST00000355612
KRT19	ENST00000361566
KRT20	ENST00000167588
KRT31	ENST00000251645
KRT26	ENST00000335552
KRT40	ENST00000377755
KRT4	ENST00000293774
KRT3	ENST00000417996
KRT76	ENST00000332411
KRT71	ENST00000267119
KRT85	ENST00000257901
KRT73	ENST00000305748
KRT72	ENST00000293745
KRT74	ENST00000305620
KRT84	ENST00000257951
KRT77	ENST00000341809
KRT6C	ENST00000252250
KRTAP10-11	ENST00000334670
KRT8	ENST00000293308
KRT79	ENST00000330553
KRT82	ENST00000257974
KRT83	ENST00000293670
KRT78	ENST00000304620
KRT9	ENST00000246662
KRTAP1-1	ENST00000306271
KRTAP1-3	ENST00000344363
KRTAP10-2	ENST00000391621
KRT81	ENST00000327741
KRT86	ENST00000293525
KRT80	ENST00000394815
KRT75	ENST00000252245
KRT7	ENST00000331817
KRTAP1-5	ENST00000361883
KRTAP1-4	ENST00000377747
KRTAP10-3	ENST00000391620
KRTAP10-10	ENST00000380095
KRTAP10-12	ENST00000400365
KRTAP10-1	ENST00000400375
KRTAP17-1	ENST00000334202
KRTAP19-5	ENST00000334151
KRTAP19-7	ENST00000334849
KRTAP10-6	ENST00000400368
KRTAP13-1	ENST00000355459
KRTAP2-4	ENST00000394015
KRTAP2-2	ENST00000398477
KRTAP12-2	ENST00000360770
KRTAP10-4	ENST00000400374
KRTAP19-8	ENST00000382822
KRTAP11-1	ENST00000332378
KRTAP12-1	ENST00000391617
KRTAP13-4	ENST00000334068
KRTAP19-2	ENST00000334055
KRTAP19-3	ENST00000334063
KRTAP10-9	ENST00000397911
KRTAP12-3	ENST00000397907
KRTAP13-2	ENST00000399889
KRTAP15-1	ENST00000334067
KRTAP16-1	ENST00000391352
KRTAP10-8	ENST00000334662
KRTAP19-4	ENST00000334058
KRTAP19-6	ENST00000334046
KRTAP10-5	ENST00000400372
KRTAP2-3	ENST00000391418
KRTAP12-4	ENST00000391618
KRTAP19-1	ENST00000390689
KRTAP2-1	ENST00000391419
KRTAP13-3	ENST00000390690
KRTAP10-7	ENST00000609664
KRTAP20-1	ENST00000334664
KRTAP3-2	ENST00000391587
KRTAP29-1	ENST00000391353
KRTAP4-11	ENST00000391413
KRTAP21-1	ENST00000335093
KRTAP25-1	ENST00000416044
KRTAP3-1	ENST00000391588
KRTAP22-1	ENST00000334680
KRTAP23-1	ENST00000334160
KRTAP27-1	ENST00000382835
KRTAP26-1	ENST00000360542
KRTAP22-2	ENST00000382830
KRTAP20-2	ENST00000330798
KRTAP4-6	ENST00000345847
KRTAP4-7	ENST00000391417
KRTAP24-1	ENST00000340345
KRTAP4-5	ENST00000343246
KRTAP4-8	ENST00000333822
KRTAP20-4	ENST00000382828
KRTAP20-3	ENST00000382826
KRTAP21-2	ENST00000333892
KRTAP4-2	ENST00000377726
KRTAP3-3	ENST00000391586
KRTAP4-12	ENST00000394014
KRTAP4-9	ENST00000391415
KRTAP4-4	ENST00000390661
KRTAP21-3	ENST00000444335
KRTAP5-10	ENST00000398531
KRTAP5-1	ENST00000382171
KRTAP4-3	ENST00000391356
KRTAP9-8	ENST00000254072
KXD1	ENST00000222307
KRTAP6-1	ENST00000329122
KTI12	ENST00000371614
KRTAP9-1	ENST00000398470
KSR2	ENST00000339824
KRTCAP3	ENST00000288873
KRTAP5-3	ENST00000399685
KTN1	ENST00000395314
KRTAP5-5	ENST00000399676
KRTCAP2	ENST00000295682
KRTAP9-4	ENST00000334109
KRTAP5-4	ENST00000399682
KRTDAP	ENST00000338897
KRTAP9-6	ENST00000391355
KRTAP7-1	ENST00000452750
KRTAP9-9	ENST00000394008
KRTAP6-2	ENST00000334897
KRTAP8-1	ENST00000329621
KRTAP5-9	ENST00000528743
KRTAP5-6	ENST00000382160
KRTAP5-8	ENST00000398534
KRTAP9-2	ENST00000377721
KRTAP5-2	ENST00000412090
KRTAP9-7	ENST00000391354
KRTAP6-3	ENST00000391624
KRTAP5-7	ENST00000398536
KSR1	ENST00000398988
KRTAP5-11	ENST00000398530
KRTAP9-3	ENST00000411528
L3MBTL2	ENST00000216237
LAMA4	ENST00000230538
KY	ENST00000423778
LACTB	ENST00000261893
KYAT3	ENST00000260508
L1CAM	ENST00000370060
L1TD1	ENST00000498273
LAG3	ENST00000203629
LAMB3	ENST00000356082
LAMB2	ENST00000305544
LALBA	ENST00000301046
LAMB1	ENST00000222399
L3MBTL3	ENST00000361794
KYNU	ENST00000264170
KYAT1	ENST00000302586
L2HGDH	ENST00000267436
LAMA5	ENST00000252999
L3HYPDH	ENST00000247194
LACC1	ENST00000325686
LACRT	ENST00000257867
L3MBTL4	ENST00000284898
LAMA3	ENST00000313654
L3MBTL1	ENST00000427442
LAIR1	ENST00000391742
LAMA2	ENST00000421865
LAMA1	ENST00000389658
LACTB2	ENST00000276590
LAIR2	ENST00000301202
LAGE3	ENST00000357360
LAD1	ENST00000391967
LANCL1	ENST00000233714
LARP4B	ENST00000316157
LAMC1	ENST00000258341
LAMB4	ENST00000205386
LARS2	ENST00000265537
LANCL2	ENST00000254770
LAPTM4A	ENST00000175091
LAMP3	ENST00000265598
LARP1B	ENST00000326639
LAMP2	ENST00000200639
LAMTOR4	ENST00000341942
LAMC3	ENST00000361069
LAMTOR2	ENST00000368305
LARGE2	ENST00000325468
LARGE1	ENST00000354992
LAS1L	ENST00000374811
LAMP1	ENST00000332556
LANCL3	ENST00000378619
LAP3	ENST00000226299
LARP6	ENST00000299213
LAMP5	ENST00000246070
LAMTOR1	ENST00000278671
LAMTOR5	ENST00000602318
LARS	ENST00000394434
LAMC2	ENST00000264144
LAPTM5	ENST00000294507
LARP1	ENST00000336314
LARP7	ENST00000324052
LARP4	ENST00000398473
LAMTOR3	ENST00000499666
LATS1	ENST00000253339
LASP1	ENST00000318008
LAT	ENST00000360872
LAYN	ENST00000375615
LATS2	ENST00000382592
LBH	ENST00000395323
LAT2	ENST00000275635
LBP	ENST00000217407
LAX1	ENST00000442561
LBR	ENST00000272163
LCE2A	ENST00000368779
LCE3A	ENST00000335674
LBHD1	ENST00000431002
LCA5	ENST00000369846
LCA5L	ENST00000288350
LCE1A	ENST00000335123
LCE3C	ENST00000333881
LBX1	ENST00000370193
LCAT	ENST00000264005
LCE3B	ENST00000335633
LCE2B	ENST00000368780
LCE2C	ENST00000368783
LCE2D	ENST00000368784
LBX2	ENST00000377566
LCE1D	ENST00000326233
LCE1F	ENST00000334371
LCE1B	ENST00000360090
LCE1E	ENST00000368770
LCE1C	ENST00000607093
LCE6A	ENST00000431011
LCE3D	ENST00000368787
LCK	ENST00000336890
LCLAT1	ENST00000309052
LCE5A	ENST00000334269
LCE4A	ENST00000335535
LCE3E	ENST00000368789
LCMT1	ENST00000399069
LCMT2	ENST00000305641
LCN1	ENST00000263598
LCP2	ENST00000046794
LCP1	ENST00000323076
LCN15	ENST00000316144
LCT	ENST00000264162
LCNL1	ENST00000408973
LDAH	ENST00000237822
LDB1	ENST00000425280
LDHAL6A	ENST00000280706
LCN9	ENST00000277526
LCN2	ENST00000277480
LCN6	ENST00000341206
LCN12	ENST00000371633
LDB2	ENST00000304523
LCOR	ENST00000356016
LDHA	ENST00000379412
LDB3	ENST00000361373
LCN8	ENST00000371688
LCTL	ENST00000341509
LCORL	ENST00000382226
LCN10	ENST00000474369
LDLRAD3	ENST00000315571
LDLRAD2	ENST00000344642
LDHAL6B	ENST00000307144
LEAP2	ENST00000296877
LDLRAD4	ENST00000359446
LDLRAD1	ENST00000371360
LEF1	ENST00000265165
LDLRAP1	ENST00000374338
LDOC1	ENST00000370526
LDHC	ENST00000280704
LDHD	ENST00000300051
LENG8	ENST00000326764
LENG1	ENST00000222224
LEFTY1	ENST00000272134
LEMD3	ENST00000308330
LECT2	ENST00000274507
LEFTY2	ENST00000366820
LEMD2	ENST00000293760
LDHB	ENST00000350669
LELP1	ENST00000368747
LENEP	ENST00000368427
LEPR	ENST00000349533
LEMD1	ENST00000367151
LEKR1	ENST00000470811
LEO1	ENST00000299601
LEPROTL1	ENST00000321250
LEP	ENST00000308868
LEPROT	ENST00000371065
LENG9	ENST00000575495
LDLR	ENST00000558518
LETMD1	ENST00000262055
LETM1	ENST00000302787
LGSN	ENST00000370657
LFNG	ENST00000222725
LGR5	ENST00000266674
LEXM	ENST00000371273
LGALS3BP	ENST00000262776
LGALS3	ENST00000254301
LGALS2	ENST00000215886
LGALS9C	ENST00000328114
LGALS4	ENST00000307751
LGMN	ENST00000334869
LGALS1	ENST00000215909
LGALSL	ENST00000238875
LGALS12	ENST00000394618
LGALS13	ENST00000221797
LGALS7	ENST00000314980
LGALS9	ENST00000395473
LGALS14	ENST00000392052
LGALS8	ENST00000341872
LETM2	ENST00000379957
LGR4	ENST00000379214
LGI4	ENST00000310123
LGALS16	ENST00000392051
LGI3	ENST00000306317
LGI2	ENST00000382114
LGALS7B	ENST00000314980
LGALS9B	ENST00000423676
LGR6	ENST00000367278
LGI1	ENST00000371418
LHCGR	ENST00000294954
LHX8	ENST00000294638
LHFPL1	ENST00000371968
LIG4	ENST00000356922
LHX4	ENST00000263726
LIG1	ENST00000263274
LILRA1	ENST00000251372
LIF	ENST00000249075
LILRB3	ENST00000245620
LHX9	ENST00000367387
LHFPL5	ENST00000360215
LIFR	ENST00000263409
LHX5	ENST00000261731
LHB	ENST00000221421
LHX6	ENST00000373755
LHX1	ENST00000254457
LILRA4	ENST00000291759
LIG3	ENST00000378526
LHX2	ENST00000373615
LHFPL6	ENST00000379589
LHFPL2	ENST00000380345
LILRA5	ENST00000432233
LHX3	ENST00000371748
LILRA2	ENST00000251377
LIAS	ENST00000261434
LHPP	ENST00000368842
LILRB1	ENST00000324602
LHFPL4	ENST00000287585
LILRA6	ENST00000396365
LILRB2	ENST00000391749
LIMK2	ENST00000331728
LILRB4	ENST00000391736
LIMK1	ENST00000336180
LIMA1	ENST00000341247
LIN7C	ENST00000278193
LIN7B	ENST00000221459
LIMD2	ENST00000259006
LIMD1	ENST00000273317
LIN28A	ENST00000254231
LIPA	ENST00000336233
LIMS1	ENST00000332345
LIN28B	ENST00000345080
LINS1	ENST00000314742
LIME1	ENST00000309546
LIN9	ENST00000328205
LIN37	ENST00000301159
LINGO2	ENST00000308675
LINGO4	ENST00000368820
LILRB5	ENST00000449561
LINGO1	ENST00000355300
LIN54	ENST00000340417
LIMS2	ENST00000355119
LIMCH1	ENST00000313860
LIMS4	ENST00000413601
LIPC	ENST00000299022
LIMS3	ENST00000437679
LINGO3	ENST00000585527
LIN7A	ENST00000552864
LIM2	ENST00000596399
LIN52	ENST00000555028
LIPE	ENST00000244289
LIPF	ENST00000238983
LIPG	ENST00000261292
LIPH	ENST00000296252
LIPJ	ENST00000371939
LIPI	ENST00000344577
LIPN	ENST00000404459
LIPK	ENST00000404190
LIPM	ENST00000404743
LMBR1	ENST00000353442
LIPT2	ENST00000310109
LMAN2L	ENST00000264963
LMBR1L	ENST00000267102
LMAN1L	ENST00000309664
LIX1	ENST00000274382
LIPT1	ENST00000393471
LMCD1	ENST00000157600
LITAF	ENST00000339430
LMBRD1	ENST00000370577
LKAAEAR1	ENST00000302096
LLGL1	ENST00000316843
LLPH	ENST00000266604
LMBRD2	ENST00000296603
LMF1	ENST00000262301
LMAN2	ENST00000303127
LLGL2	ENST00000392550
LMAN1	ENST00000251047
LMF2	ENST00000474879
LLCFC1	ENST00000409607
LIX1L	ENST00000604000
LMLN	ENST00000330198
LMNB1	ENST00000261366
LMNTD2	ENST00000329451
LMNA	ENST00000368300
LMO1	ENST00000335790
LMOD1	ENST00000367288
LMO3	ENST00000320122
LMO4	ENST00000370542
LNPEP	ENST00000231368
LMOD3	ENST00000420581
LNPK	ENST00000272748
LMX1A	ENST00000294816
LNX1	ENST00000263925
LMO2	ENST00000395833
LMNTD1	ENST00000282881
LMX1B	ENST00000373474
LNP1	ENST00000383693
LMOD2	ENST00000458573
LMTK2	ENST00000297293
LNX2	ENST00000316334
LMO7	ENST00000465261
LMNB2	ENST00000582871
LMTK3	ENST00000600059
LONP2	ENST00000285737
LONRF3	ENST00000371628
LONP1	ENST00000360614
LOXHD1	ENST00000300591
LOR	ENST00000368742
LONRF2	ENST00000393437
LONRF1	ENST00000398246
LOXL3	ENST00000264094
LPCAT2	ENST00000262134
LPAR1	ENST00000358883
LOX	ENST00000231004
LPAR5	ENST00000329858
LPCAT4	ENST00000314891
LPCAT1	ENST00000283415
LPCAT3	ENST00000261407
LPIN2	ENST00000261596
LPAR6	ENST00000345941
LPAR3	ENST00000370611
LPGAT1	ENST00000366996
LPA	ENST00000316300
LOXL2	ENST00000389131
LOXL4	ENST00000260702
LPL	ENST00000311322
LOXL1	ENST00000261921
LPIN1	ENST00000256720
LPIN3	ENST00000373257
LPAR2	ENST00000407877
LPAR4	ENST00000435339
LPP	ENST00000312675
LPO	ENST00000262290
LRFN1	ENST00000248668
LRP1	ENST00000243077
LRCH4	ENST00000310300
LRG1	ENST00000306390
LRIG2	ENST00000361127
LRFN5	ENST00000298119
LRFN3	ENST00000246529
LRBA	ENST00000357115
LRIG3	ENST00000320743
LRP10	ENST00000359591
LRIT1	ENST00000372105
LRCH1	ENST00000389798
LRIT2	ENST00000372113
LPXN	ENST00000395074
LRAT	ENST00000336356
LRFN4	ENST00000309602
LRP11	ENST00000239367
LRCH2	ENST00000317135
LRIF1	ENST00000369763
LRGUK	ENST00000285928
LRCOL1	ENST00000376608
LRCH3	ENST00000425562
LRP12	ENST00000276654
LRFN2	ENST00000338305
LRIG1	ENST00000273261
LRMDA	ENST00000372499
LRMP	ENST00000354454
LRIT3	ENST00000594814
LRP2	ENST00000263816
LRP2BP	ENST00000328559
LRP1B	ENST00000389484
LRP3	ENST00000253193
LRP5L	ENST00000402785
LRP4	ENST00000378623
LRP6	ENST00000261349
LRP8	ENST00000306052
LRR1	ENST00000298288
LRRC23	ENST00000007969
LRRC1	ENST00000370888
LRRC27	ENST00000368613
LRRC28	ENST00000301981
LRP5	ENST00000294304
LRRC14	ENST00000292524
LRRC25	ENST00000339007
LRRC2	ENST00000296144
LRRC18	ENST00000298124
LRRC10B	ENST00000378075
LRPPRC	ENST00000260665
LRRC17	ENST00000339431
LRRC14B	ENST00000328278
LRRC20	ENST00000355790
LRRC15	ENST00000347624
LRRC10	ENST00000361484
LRPAP1	ENST00000500728
LRRC29	ENST00000393992
LRRC26	ENST00000371542
LRRC19	ENST00000380055
LRRC24	ENST00000529415
LRRC31	ENST00000316428
LRRC32	ENST00000260061
LRRC37A	ENST00000320254
LRRC3	ENST00000291592
LRRC36	ENST00000329956
LRRC30	ENST00000383467
LRRC34	ENST00000446859
LRRC37A2	ENST00000333412
LRRC37A3	ENST00000319651
LRRC37B	ENST00000341671
LRRC39	ENST00000342895
LRRC59	ENST00000225972
LRRC38	ENST00000376085
LRRC3C	ENST00000377924
LRRC56	ENST00000270115
LRRC43	ENST00000339777
LRRC40	ENST00000370952
LRRC42	ENST00000319223
LRRC3B	ENST00000396641
LRRC46	ENST00000269025
LRRC41	ENST00000343304
LRRC49	ENST00000260382
LRRC52	ENST00000294818
LRRC57	ENST00000323443
LRRC45	ENST00000306688
LRRC4B	ENST00000389201
LRRC4	ENST00000249363
LRRC4C	ENST00000278198
LRRC58	ENST00000295628
LRRC47	ENST00000378251
LRRC61	ENST00000323078
LRRC7	ENST00000035383
LRRC63	ENST00000378805
LRRC66	ENST00000343457
LRRC69	ENST00000448384
LRRC70	ENST00000334994
LRRC73	ENST00000372441
LRRC6	ENST00000519595
